Location,Property_Type,Sqft,BHK,Age,Metro_Dist,Amenities_Score,ROI_Pct,Demand_Index,Price
Sitapura,Apartment/Flat,1791,2,12,5.54,3,4.9,76,6590000.0
Sitapura,Independent Villa,2736,5,15,4.87,5,5.46,85,11420000.0
Ajmer Road,Independent Villa,2752,3,13,11.96,6,7.41,85,15580000.0
Kalwar Road,Apartment/Flat,563,2,0,8.03,4,4.23,71,3140000.0
Sitapura,Residential Plot,2303,0,14,4.19,3,6.84,70,6890000.0
Shyam Nagar,Apartment/Flat,1610,1,3,7.95,4,4.5,44,14550000.0
Sitapura,Independent Villa,3042,5,8,11.41,8,6.92,88,13100000.0
Jagatpura,Builder Floor,2125,3,11,5.74,7,7.48,36,13080000.0
Bapu Nagar,Independent Villa,4377,4,17,1.87,6,4.77,39,57970000.0
Bapu Nagar,Builder Floor,608,3,15,9.51,3,7.34,87,7510000.0
C-Scheme,Independent Villa,1915,3,9,5.51,8,7.15,83,28930000.0
Mansarovar,Independent Villa,2914,3,9,0.7,7,5.12,95,24870000.0
Pratap Nagar,Apartment/Flat,2427,3,8,3.44,8,3.91,66,14080000.0
Bapu Nagar,Residential Plot,2439,0,18,1.6,1,9.47,47,27250000.0
Bapu Nagar,Residential Plot,1235,0,13,9.19,1,12.61,74,13700000.0
Pratap Nagar,Residential Plot,4330,0,5,10.17,3,12.22,73,21170000.0
Kalwar Road,Penthouse,3263,5,7,2.4,10,4.64,86,15130000.0
Bapu Nagar,Builder Floor,2331,2,2,2.04,5,5.2,42,28390000.0
Pratap Nagar,Apartment/Flat,923,1,15,4.66,6,7.41,39,4640000.0
Shyam Nagar,Residential Plot,3836,0,8,2.44,3,8.08,46,30060000.0
C-Scheme,Apartment/Flat,657,2,14,8.66,5,4.04,39,10200000.0
Pratap Nagar,Independent Villa,4364,3,11,4.45,6,8.69,99,21840000.0
Mansarovar,Penthouse,4573,5,0,11.72,8,6.22,60,39930000.0
Ajmer Road,Residential Plot,2330,0,8,10.4,1,10.21,59,11500000.0
Shyam Nagar,Independent Villa,3076,4,1,7.25,7,5.09,69,25850000.0
Bapu Nagar,Apartment/Flat,2206,2,12,10.34,8,8.91,52,26920000.0
Pratap Nagar,Apartment/Flat,823,2,6,6.02,5,6.25,62,5010000.0
Malviya Nagar,Builder Floor,1061,2,19,3.16,5,5.73,40,10910000.0
Jagatpura,Independent Villa,2426,4,1,0.47,5,6.29,71,16390000.0
Sitapura,Apartment/Flat,2011,3,1,6.96,8,7.28,37,9680000.0
Tonk Road,Residential Plot,3396,0,13,1.52,1,9.31,71,22430000.0
Raja Park,Apartment/Flat,955,1,2,11.06,6,5.99,41,11100000.0
C-Scheme,Residential Plot,2061,0,15,1.19,1,9.5,98,30950000.0
Mansarovar,Residential Plot,3304,0,0,1.87,2,11.66,94,22700000.0
Tonk Road,Residential Plot,1356,0,12,2.33,1,10.84,45,7280000.0
Mansarovar,Independent Villa,1579,4,4,9.9,7,4.73,62,13880000.0
Bapu Nagar,Builder Floor,1645,1,12,8.73,8,4.38,79,20760000.0
Kalwar Road,Penthouse,3402,5,13,11.27,9,9.77,55,12430000.0
Jagatpura,Builder Floor,1829,1,17,4.99,7,6.42,57,10320000.0
Tonk Road,Penthouse,5295,5,8,9.66,10,4.29,65,41760000.0
Shyam Nagar,Residential Plot,4288,0,3,7.67,1,6.91,81,35650000.0
Tonk Road,Residential Plot,3587,0,4,3.61,2,12.03,49,22580000.0
Civil Lines,Residential Plot,2381,0,8,1.83,3,14.4,92,31400000.0
Kalwar Road,Builder Floor,1185,2,8,3.31,5,5.52,84,5690000.0
Ajmer Road,Penthouse,5326,4,4,11.14,7,6.83,60,33060000.0
Sitapura,Penthouse,5753,5,6,6.58,8,6.03,39,23700000.0
C-Scheme,Residential Plot,1673,0,1,3.44,1,8.62,70,26320000.0
Ajmer Road,Builder Floor,1823,2,5,5.86,6,3.81,40,11640000.0
Mansarovar,Independent Villa,2796,4,10,8.77,5,8.81,65,21560000.0
Vaishali Nagar,Apartment/Flat,1958,2,14,0.91,3,4.32,59,17030000.0
Pratap Nagar,Penthouse,3919,4,8,1.01,8,9.16,56,22900000.0
Jagatpura,Residential Plot,4095,0,3,1.94,2,14.33,36,22270000.0
Pratap Nagar,Builder Floor,612,2,19,4.61,5,8.02,52,2950000.0
Bapu Nagar,Builder Floor,2327,3,9,5.33,8,4.02,41,31190000.0
Jagatpura,Apartment/Flat,785,1,3,2.24,3,6.43,49,5090000.0
C-Scheme,Independent Villa,3096,3,6,7.23,5,4.92,94,48760000.0
Mansarovar,Residential Plot,4413,0,8,6.5,3,11.05,74,32360000.0
Shyam Nagar,Apartment/Flat,1789,1,8,8.48,8,7.54,69,15890000.0
Sitapura,Builder Floor,1979,1,13,8.08,5,7.77,71,6430000.0
C-Scheme,Independent Villa,2619,3,18,11.27,8,4.62,83,38180000.0
Civil Lines,Penthouse,3759,4,14,10.78,10,3.77,98,51380000.0
Kalwar Road,Residential Plot,3521,0,0,11.09,2,11.87,48,13270000.0
Raja Park,Apartment/Flat,1096,1,13,8.64,4,6.03,57,12340000.0
Kalwar Road,Residential Plot,2799,0,3,3.73,2,10.69,67,9810000.0
Mansarovar,Residential Plot,1274,0,19,1.81,2,12.29,37,7850000.0
Tonk Road,Builder Floor,1317,1,17,7.52,6,7.4,97,8530000.0
Ajmer Road,Residential Plot,1886,0,15,9.42,1,11.26,79,8130000.0
Malviya Nagar,Builder Floor,2171,1,3,11.22,7,8.19,79,23280000.0
Tonk Road,Penthouse,4757,5,3,6.91,10,7.86,99,36700000.0
Malviya Nagar,Builder Floor,1640,1,18,4.82,3,3.84,91,14840000.0
Jagatpura,Residential Plot,1173,0,19,1.23,2,13.65,36,5110000.0
Kalwar Road,Apartment/Flat,2417,1,17,10.83,6,5.69,88,8650000.0
Malviya Nagar,Penthouse,3622,5,7,4.66,8,6.23,36,37550000.0
Ajmer Road,Independent Villa,1537,5,5,4.26,7,9.17,54,11680000.0
Tonk Road,Independent Villa,2042,4,13,9.72,7,6.27,48,14840000.0
Jagatpura,Independent Villa,4473,5,18,7.78,7,8.63,97,24890000.0
Sitapura,Penthouse,5338,4,3,2.54,9,4.66,85,21560000.0
Ajmer Road,Residential Plot,3289,0,7,3.02,3,13.55,56,17070000.0
Pratap Nagar,Apartment/Flat,1943,1,1,6.67,7,9.22,35,10620000.0
Vaishali Nagar,Penthouse,3463,5,18,1.19,7,5.12,68,32750000.0
Bapu Nagar,Independent Villa,1765,5,7,9.71,9,8.76,50,23570000.0
Pratap Nagar,Penthouse,4372,5,10,5.56,7,4.95,77,24380000.0
Raja Park,Penthouse,3759,5,4,5.2,10,7.32,56,41720000.0
Vaishali Nagar,Residential Plot,987,0,13,8.31,1,7.4,97,6580000.0
C-Scheme,Independent Villa,2671,5,6,2.22,9,5.86,55,41530000.0
C-Scheme,Independent Villa,1718,5,7,7.11,8,7.77,39,29680000.0
Sitapura,Builder Floor,1602,2,19,8.65,4,4.04,35,4400000.0
Tonk Road,Penthouse,3573,4,16,8.29,9,7.05,59,22920000.0
Tonk Road,Residential Plot,3089,0,4,5.74,3,7.77,48,19800000.0
Bapu Nagar,Apartment/Flat,814,3,9,2.97,4,6.34,73,10530000.0
C-Scheme,Independent Villa,1750,4,14,6.43,6,9.7,77,30080000.0
C-Scheme,Penthouse,4524,5,16,9.44,8,9.06,54,65400000.0
Tonk Road,Residential Plot,4235,0,15,1.91,1,14.29,74,26070000.0
Jagatpura,Independent Villa,1995,3,5,4.84,5,7.47,40,12330000.0
Mansarovar,Residential Plot,4429,0,14,6.57,3,10.77,36,31030000.0
Shyam Nagar,Independent Villa,1946,5,4,8.7,6,6.96,36,19450000.0
Civil Lines,Residential Plot,1714,0,16,10.62,2,12.76,90,18760000.0
Shyam Nagar,Independent Villa,3593,4,19,9.8,7,7.02,60,32250000.0
Malviya Nagar,Residential Plot,2256,0,17,11.97,2,12.8,77,21140000.0
Jagatpura,Builder Floor,987,3,7,5.63,8,5.4,39,6740000.0
Raja Park,Builder Floor,2063,2,5,8.91,3,8.24,91,22930000.0
Vaishali Nagar,Penthouse,5425,4,0,5.16,10,7.35,41,43430000.0
Mansarovar,Residential Plot,3586,0,9,2.7,3,8.7,36,27160000.0
Pratap Nagar,Builder Floor,1907,2,19,11.8,7,5.14,96,9490000.0
Shyam Nagar,Builder Floor,1078,1,13,7.85,4,6.21,85,8240000.0
Ajmer Road,Independent Villa,3921,4,19,8.62,9,4.58,56,23790000.0
C-Scheme,Apartment/Flat,1934,1,3,7.86,5,3.85,82,28240000.0
C-Scheme,Residential Plot,3498,0,7,7.16,2,10.39,87,55430000.0
Civil Lines,Penthouse,3203,5,13,8.2,9,8.9,97,44550000.0
Mansarovar,Independent Villa,2569,4,16,12.0,8,3.79,89,19820000.0
Raja Park,Residential Plot,2538,0,0,3.17,2,9.65,77,29110000.0
Ajmer Road,Penthouse,3358,5,19,6.1,10,4.76,92,21390000.0
C-Scheme,Residential Plot,3384,0,17,0.67,1,6.86,81,53710000.0
Mansarovar,Apartment/Flat,1796,2,15,8.89,5,5.35,99,12530000.0
Civil Lines,Apartment/Flat,2187,2,17,9.95,3,6.69,39,25830000.0
Kalwar Road,Residential Plot,3402,0,16,9.3,1,8.37,66,11370000.0
Jagatpura,Penthouse,5414,4,17,2.23,9,5.81,81,32080000.0
Kalwar Road,Residential Plot,3858,0,6,8.1,3,12.99,92,14390000.0
Mansarovar,Penthouse,3669,5,0,5.31,10,9.17,95,30250000.0
Shyam Nagar,Residential Plot,3483,0,1,7.29,3,12.15,60,31240000.0
Sitapura,Penthouse,3451,4,8,11.32,8,8.57,47,13390000.0
Vaishali Nagar,Penthouse,3819,5,14,1.14,7,4.27,76,33800000.0
Shyam Nagar,Residential Plot,1950,0,12,11.04,3,12.29,84,14730000.0
Shyam Nagar,Builder Floor,821,1,4,3.62,4,6.98,98,7710000.0
Kalwar Road,Residential Plot,1133,0,18,1.66,1,13.7,91,2740000.0
Tonk Road,Builder Floor,1376,2,16,11.9,7,9.42,52,9650000.0
Civil Lines,Builder Floor,2256,2,0,2.74,8,8.42,95,32110000.0
Malviya Nagar,Builder Floor,773,3,14,9.31,6,7.76,84,8200000.0
Ajmer Road,Independent Villa,2499,4,12,8.8,7,3.95,69,15120000.0
Shyam Nagar,Independent Villa,3986,4,19,9.01,7,5.19,40,37370000.0
C-Scheme,Builder Floor,1391,3,3,10.18,6,8.77,89,24690000.0
Sitapura,Independent Villa,3417,5,13,5.82,5,7.92,69,14550000.0
C-Scheme,Independent Villa,2312,5,5,4.14,9,4.49,49,39970000.0
Jagatpura,Builder Floor,1051,2,5,1.84,3,7.69,53,5860000.0
C-Scheme,Penthouse,3341,4,16,9.85,10,5.72,89,53390000.0
Pratap Nagar,Residential Plot,3320,0,15,10.77,1,10.57,61,13330000.0
Mansarovar,Residential Plot,4128,0,3,6.3,1,9.54,58,30320000.0
Tonk Road,Residential Plot,3299,0,9,2.73,2,9.95,96,21580000.0
Pratap Nagar,Residential Plot,3142,0,3,3.94,3,8.46,45,15180000.0
Ajmer Road,Penthouse,5901,4,5,7.63,10,5.03,91,35200000.0
Kalwar Road,Apartment/Flat,1569,2,12,9.54,3,8.24,69,5400000.0
Vaishali Nagar,Apartment/Flat,1608,3,1,8.01,7,4.19,42,14830000.0
Kalwar Road,Builder Floor,1440,3,18,5.52,3,6.28,46,5600000.0
Pratap Nagar,Penthouse,3100,5,14,1.17,9,5.17,70,17180000.0
Jagatpura,Independent Villa,4937,3,5,5.98,9,9.66,39,28990000.0
Mansarovar,Residential Plot,1496,0,15,6.73,2,13.64,96,9390000.0
Pratap Nagar,Residential Plot,1661,0,12,1.48,2,12.7,70,7810000.0
Sitapura,Independent Villa,2727,3,5,4.04,7,7.18,97,11480000.0
Civil Lines,Apartment/Flat,1351,2,16,11.59,6,7.25,35,16870000.0
Kalwar Road,Builder Floor,1265,1,19,8.99,7,4.35,98,4080000.0
Shyam Nagar,Apartment/Flat,1570,1,17,10.65,5,5.42,51,12740000.0
Vaishali Nagar,Penthouse,4042,5,12,8.95,8,4.46,42,34000000.0
Raja Park,Penthouse,4985,4,13,9.72,7,5.92,88,56160000.0
Jagatpura,Independent Villa,2597,4,16,6.74,5,6.73,38,15120000.0
Malviya Nagar,Apartment/Flat,1650,3,19,4.83,3,4.29,61,17340000.0
Malviya Nagar,Independent Villa,2523,4,7,5.86,5,8.14,53,24280000.0
Civil Lines,Builder Floor,2065,2,7,3.86,4,8.1,60,25740000.0
Mansarovar,Independent Villa,3773,4,16,10.93,5,3.73,94,28350000.0
Malviya Nagar,Builder Floor,942,1,12,2.86,4,6.41,41,9900000.0
Vaishali Nagar,Penthouse,3124,5,14,11.5,8,6.03,85,26270000.0
Tonk Road,Independent Villa,2671,5,14,1.33,5,4.65,55,19150000.0
Kalwar Road,Apartment/Flat,1223,1,14,10.95,5,3.97,40,3690000.0
Kalwar Road,Apartment/Flat,1509,1,2,10.89,7,4.22,86,6680000.0
Pratap Nagar,Independent Villa,3316,3,8,9.07,5,7.1,94,16130000.0
Malviya Nagar,Apartment/Flat,600,2,8,11.2,4,8.47,62,6390000.0
Vaishali Nagar,Apartment/Flat,1995,1,11,0.91,3,5.42,39,17780000.0
C-Scheme,Apartment/Flat,1948,3,1,9.36,7,6.86,46,33390000.0
Pratap Nagar,Builder Floor,1073,3,12,2.9,8,9.08,63,6690000.0
Sitapura,Apartment/Flat,2367,2,6,3.09,6,7.43,58,9700000.0
Malviya Nagar,Independent Villa,2270,3,6,2.79,6,9.07,37,23880000.0
Ajmer Road,Residential Plot,4074,0,19,5.55,2,10.11,95,20620000.0
Bapu Nagar,Penthouse,3449,5,12,8.37,10,5.46,61,44980000.0
Civil Lines,Apartment/Flat,500,2,4,11.26,4,3.72,73,6550000.0
Kalwar Road,Residential Plot,4320,0,9,11.15,3,11.88,63,15250000.0
Sitapura,Independent Villa,2884,3,12,1.76,9,8.76,76,12900000.0
Ajmer Road,Builder Floor,929,1,15,9.68,5,8.65,52,3960000.0
Sitapura,Residential Plot,1450,0,9,8.01,1,11.12,46,3540000.0
Raja Park,Builder Floor,1353,2,9,6.32,8,5.35,65,17410000.0
Malviya Nagar,Apartment/Flat,980,2,13,4.51,5,5.55,69,10130000.0
Shyam Nagar,Penthouse,4609,4,1,6.36,9,5.88,51,37950000.0
Bapu Nagar,Residential Plot,1918,0,2,6.02,2,13.71,59,23550000.0
Shyam Nagar,Residential Plot,3376,0,15,9.99,2,11.78,60,28660000.0
Shyam Nagar,Independent Villa,2543,5,17,11.94,7,9.52,62,23880000.0
Mansarovar,Residential Plot,2889,0,0,9.71,1,12.69,93,17960000.0
Sitapura,Apartment/Flat,1720,2,6,7.31,5,5.37,45,6980000.0
Mansarovar,Builder Floor,1854,3,7,1.49,4,6.29,76,15290000.0
Kalwar Road,Independent Villa,2958,3,11,2.95,8,4.93,51,13320000.0
Jagatpura,Builder Floor,932,1,10,11.34,6,4.57,80,5170000.0
Vaishali Nagar,Penthouse,4559,4,3,5.75,8,4.59,91,38430000.0
C-Scheme,Independent Villa,2961,3,18,9.75,6,7.08,59,49590000.0
C-Scheme,Independent Villa,2416,4,18,5.84,8,7.98,63,42830000.0
Bapu Nagar,Residential Plot,4118,0,17,3.41,3,13.55,74,55260000.0
Raja Park,Independent Villa,1772,4,9,11.22,8,3.97,47,20910000.0
Bapu Nagar,Penthouse,5924,4,3,6.94,7,8.19,89,69930000.0
Jagatpura,Apartment/Flat,1235,3,17,1.53,8,7.67,58,8520000.0
Jagatpura,Penthouse,3774,5,19,11.95,9,9.07,92,21220000.0
Pratap Nagar,Penthouse,5429,4,5,1.32,7,6.63,69,28700000.0
Ajmer Road,Builder Floor,1035,3,1,3.39,6,4.92,55,7840000.0
Vaishali Nagar,Independent Villa,1545,4,13,3.87,8,7.5,87,15920000.0
Mansarovar,Residential Plot,3165,0,10,11.96,3,7.55,35,21450000.0
Jagatpura,Residential Plot,1981,0,6,8.01,3,13.36,91,10490000.0
Kalwar Road,Apartment/Flat,739,2,8,8.82,4,4.42,72,2760000.0
Jagatpura,Apartment/Flat,2158,1,7,1.67,6,4.28,57,12600000.0
Jagatpura,Independent Villa,2479,5,11,3.97,6,7.23,52,14640000.0
Malviya Nagar,Apartment/Flat,2282,2,4,0.56,3,7.01,42,24240000.0
Bapu Nagar,Apartment/Flat,1373,2,12,2.19,4,9.22,86,18090000.0
Shyam Nagar,Independent Villa,3859,3,13,5.4,6,9.37,94,33660000.0
Mansarovar,Penthouse,5230,5,7,0.55,8,7.32,97,36980000.0
Shyam Nagar,Builder Floor,1365,1,16,9.04,4,5.12,55,10780000.0
Civil Lines,Builder Floor,1137,1,0,9.97,7,4.49,56,15740000.0
Jagatpura,Apartment/Flat,1317,1,5,11.3,5,9.14,98,7410000.0
Raja Park,Residential Plot,1772,0,10,2.29,3,14.12,78,17660000.0
Kalwar Road,Independent Villa,2233,3,2,7.74,8,5.55,70,10640000.0
Tonk Road,Builder Floor,2081,1,2,0.25,6,7.57,93,15440000.0
C-Scheme,Builder Floor,752,2,4,1.37,4,4.73,63,13570000.0
C-Scheme,Builder Floor,1890,2,0,8.66,3,5.3,57,30880000.0
C-Scheme,Builder Floor,583,3,15,10.83,4,6.4,89,9170000.0
Mansarovar,Independent Villa,3562,5,14,9.12,6,3.61,46,26760000.0
Pratap Nagar,Builder Floor,858,2,5,1.87,5,6.44,56,5450000.0
C-Scheme,Independent Villa,3608,3,9,1.6,6,6.89,39,62000000.0
C-Scheme,Independent Villa,1712,3,18,8.9,8,4.14,80,27950000.0
Kalwar Road,Residential Plot,1020,0,4,8.92,2,9.52,46,3180000.0
Mansarovar,Builder Floor,1358,3,5,9.99,4,8.83,44,10740000.0
Mansarovar,Builder Floor,2387,3,19,4.1,4,9.72,66,17050000.0
Jagatpura,Independent Villa,2303,4,1,11.59,7,4.18,81,13870000.0
Ajmer Road,Apartment/Flat,1050,3,11,1.56,5,5.36,76,7390000.0
Kalwar Road,Penthouse,3258,5,17,8.17,10,9.71,75,15420000.0
Mansarovar,Penthouse,5189,5,11,4.04,9,6.55,79,40330000.0
Bapu Nagar,Apartment/Flat,913,2,1,3.88,5,6.1,83,12470000.0
Kalwar Road,Residential Plot,3174,0,7,9.95,1,12.59,39,10820000.0
Bapu Nagar,Builder Floor,1459,2,8,10.74,7,7.19,58,18390000.0
Kalwar Road,Penthouse,4204,4,12,1.45,9,7.84,94,19220000.0
Tonk Road,Independent Villa,3992,3,10,5.32,9,9.7,51,31050000.0
Mansarovar,Residential Plot,3760,0,7,11.56,1,13.42,50,25470000.0
Tonk Road,Apartment/Flat,2432,3,14,4.67,6,9.57,66,18420000.0
Ajmer Road,Independent Villa,4588,3,8,0.77,5,7.27,83,26720000.0
Ajmer Road,Independent Villa,4860,5,0,0.94,7,7.06,45,32090000.0
Bapu Nagar,Penthouse,3920,5,10,5.88,10,5.4,47,49800000.0
Malviya Nagar,Apartment/Flat,2445,2,5,0.43,7,5.0,69,27020000.0
Shyam Nagar,Builder Floor,1337,1,8,9.19,7,6.88,79,10660000.0
Kalwar Road,Builder Floor,1644,2,11,9.2,7,9.3,38,7090000.0
C-Scheme,Builder Floor,2459,2,16,6.72,3,6.73,76,38260000.0
Pratap Nagar,Apartment/Flat,727,3,5,9.43,7,7.13,80,4930000.0
Ajmer Road,Independent Villa,1614,3,18,5.58,8,6.06,57,10150000.0
Malviya Nagar,Apartment/Flat,810,2,2,7.35,8,6.33,81,9740000.0
C-Scheme,Builder Floor,537,3,5,4.08,4,6.53,43,9880000.0
Ajmer Road,Residential Plot,1339,0,15,2.4,1,10.48,98,6020000.0
Sitapura,Penthouse,3938,5,1,7.4,8,6.32,92,18150000.0
Shyam Nagar,Residential Plot,2468,0,14,8.7,1,11.41,53,18920000.0
Vaishali Nagar,Penthouse,4992,5,9,8.57,7,4.87,76,44940000.0
Mansarovar,Apartment/Flat,605,3,4,11.94,8,5.99,58,6180000.0
Bapu Nagar,Builder Floor,634,3,16,7.79,8,5.0,95,8990000.0
Vaishali Nagar,Residential Plot,3719,0,8,6.47,2,13.08,92,30740000.0
Malviya Nagar,Residential Plot,1369,0,12,8.78,2,11.77,97,11990000.0
Bapu Nagar,Builder Floor,1687,1,12,11.46,7,6.06,65,18770000.0
Jagatpura,Residential Plot,2523,0,6,5.96,1,14.19,91,12760000.0
Raja Park,Residential Plot,3100,0,12,10.28,2,13.16,51,30820000.0
Ajmer Road,Apartment/Flat,1211,1,19,11.16,6,8.57,49,5010000.0
Jagatpura,Independent Villa,3855,5,4,9.43,6,8.11,69,23840000.0
Pratap Nagar,Builder Floor,1247,1,17,4.33,5,4.39,71,5000000.0
Vaishali Nagar,Builder Floor,641,3,4,0.67,4,9.78,80,7350000.0
Raja Park,Penthouse,3252,4,13,6.69,9,5.77,78,39200000.0
Pratap Nagar,Builder Floor,1083,2,4,3.71,8,7.43,40,6930000.0
Mansarovar,Residential Plot,2065,0,16,7.47,1,6.54,36,11560000.0
Ajmer Road,Penthouse,4372,5,11,10.03,7,6.33,98,25040000.0
Civil Lines,Penthouse,3587,5,7,5.6,8,7.41,44,52300000.0
Jagatpura,Apartment/Flat,2498,1,14,9.05,8,4.46,93,13770000.0
Vaishali Nagar,Penthouse,3504,5,14,4.81,10,8.94,37,33330000.0
Tonk Road,Independent Villa,3038,4,16,8.31,7,7.63,67,21640000.0
Raja Park,Apartment/Flat,2302,2,3,6.64,5,9.02,43,28530000.0
Bapu Nagar,Penthouse,4996,5,9,3.66,7,6.5,39,63430000.0
Shyam Nagar,Apartment/Flat,812,2,14,3.21,3,8.82,84,7020000.0
Kalwar Road,Residential Plot,3190,0,6,2.39,2,11.6,37,11030000.0
C-Scheme,Independent Villa,3209,3,16,8.78,7,9.74,89,48120000.0
Jagatpura,Builder Floor,2398,2,12,0.48,8,8.25,78,15130000.0
Ajmer Road,Apartment/Flat,2237,1,16,5.83,6,5.38,95,12030000.0
Vaishali Nagar,Independent Villa,1910,5,11,6.55,6,7.64,35,18700000.0
C-Scheme,Apartment/Flat,508,1,4,5.07,7,4.28,73,8440000.0
Pratap Nagar,Builder Floor,979,2,3,6.95,6,5.68,94,6260000.0
Mansarovar,Apartment/Flat,1119,1,0,11.16,4,7.51,86,8350000.0
Shyam Nagar,Builder Floor,798,1,5,7.72,7,3.82,80,6720000.0
Kalwar Road,Penthouse,3184,4,15,5.44,7,5.14,42,13280000.0
Jagatpura,Penthouse,4833,5,17,2.52,9,7.54,66,25330000.0
Malviya Nagar,Builder Floor,1893,3,1,2.35,3,4.87,48,21500000.0
Sitapura,Apartment/Flat,2098,3,11,1.51,3,8.59,79,8440000.0
C-Scheme,Apartment/Flat,1710,3,4,11.53,3,4.4,50,26270000.0
Mansarovar,Apartment/Flat,535,3,16,1.11,4,6.7,70,4400000.0
Ajmer Road,Independent Villa,1824,4,8,11.11,5,7.98,62,11690000.0
Kalwar Road,Independent Villa,4829,5,8,1.41,6,3.77,94,20970000.0
Bapu Nagar,Apartment/Flat,2098,1,6,6.93,7,6.39,48,27010000.0
Vaishali Nagar,Independent Villa,3580,4,7,3.39,6,5.31,90,30210000.0
Civil Lines,Apartment/Flat,2072,3,12,10.82,8,3.85,61,27750000.0
Vaishali Nagar,Builder Floor,659,2,12,11.65,7,6.31,86,6160000.0
Tonk Road,Penthouse,4875,5,0,9.13,8,6.35,79,34920000.0
Bapu Nagar,Apartment/Flat,2245,3,12,4.53,8,7.08,53,30620000.0
Pratap Nagar,Independent Villa,2398,4,15,11.92,9,9.34,47,13040000.0
Tonk Road,Independent Villa,4767,3,1,0.18,7,9.2,95,36020000.0
Malviya Nagar,Builder Floor,2088,1,18,1.06,5,7.26,97,21570000.0
Malviya Nagar,Residential Plot,3909,0,14,0.56,2,6.9,56,39980000.0
Raja Park,Penthouse,3345,5,12,1.24,8,5.61,68,38640000.0
Tonk Road,Penthouse,5227,4,9,1.82,10,4.78,83,37270000.0
Kalwar Road,Apartment/Flat,1449,2,3,8.99,7,5.17,72,7480000.0
Kalwar Road,Independent Villa,4262,5,0,6.65,9,8.96,86,19750000.0
Bapu Nagar,Penthouse,4970,4,19,8.13,9,4.26,62,61770000.0
Raja Park,Builder Floor,2114,1,14,0.12,5,5.57,57,23590000.0
Malviya Nagar,Residential Plot,1246,0,6,9.93,3,12.69,66,11100000.0
Ajmer Road,Penthouse,3989,5,10,7.81,7,4.12,85,24980000.0
C-Scheme,Penthouse,3068,4,3,9.93,10,8.82,80,49950000.0
Pratap Nagar,Builder Floor,1663,3,3,1.63,6,6.89,74,10110000.0
Shyam Nagar,Apartment/Flat,2432,2,4,6.51,7,5.33,91,23160000.0
Vaishali Nagar,Penthouse,4811,5,10,7.18,7,4.74,88,41570000.0
Kalwar Road,Penthouse,5329,4,3,6.43,10,7.11,73,24680000.0
Mansarovar,Residential Plot,2661,0,8,10.35,1,11.19,68,18160000.0
Shyam Nagar,Builder Floor,1034,2,1,5.66,3,6.1,60,11520000.0
Kalwar Road,Penthouse,4359,5,8,7.23,9,6.34,42,18830000.0
Jagatpura,Penthouse,3202,5,13,8.14,8,9.14,88,19670000.0
Mansarovar,Apartment/Flat,1607,3,3,9.25,3,9.29,59,12630000.0
Raja Park,Apartment/Flat,2131,2,0,6.51,3,4.71,72,22710000.0
Malviya Nagar,Independent Villa,3590,4,12,8.27,5,6.07,61,35700000.0
Raja Park,Apartment/Flat,1176,2,17,3.73,3,4.33,42,12040000.0
Raja Park,Residential Plot,1568,0,12,4.57,1,8.94,55,16210000.0
Pratap Nagar,Builder Floor,1782,3,1,3.79,5,6.43,72,11040000.0
Sitapura,Apartment/Flat,1756,1,11,10.17,3,7.42,78,5440000.0
Raja Park,Residential Plot,3137,0,12,10.4,3,14.33,64,33820000.0
C-Scheme,Residential Plot,3093,0,18,0.37,2,9.49,77,46510000.0
Shyam Nagar,Apartment/Flat,2497,3,14,10.17,6,4.17,66,22180000.0
Malviya Nagar,Apartment/Flat,1780,1,14,3.4,8,8.49,67,17540000.0
Civil Lines,Builder Floor,568,2,0,3.44,5,4.99,40,9750000.0
Bapu Nagar,Penthouse,4219,4,11,1.32,7,5.98,83,52580000.0
Kalwar Road,Penthouse,5124,4,1,6.31,10,7.11,49,23000000.0
Bapu Nagar,Residential Plot,3517,0,9,4.04,3,12.68,69,35670000.0
Raja Park,Penthouse,5911,4,2,8.78,7,9.36,96,68390000.0
C-Scheme,Penthouse,3468,4,18,9.26,10,3.8,53,56710000.0
Malviya Nagar,Builder Floor,1228,2,16,7.85,5,9.63,57,12070000.0
Jagatpura,Residential Plot,1805,0,15,5.59,3,7.36,64,8160000.0
Civil Lines,Penthouse,5365,5,10,4.28,7,3.56,57,71110000.0
Kalwar Road,Residential Plot,1370,0,10,2.38,3,8.31,48,4610000.0
Malviya Nagar,Builder Floor,2238,1,10,7.61,5,8.95,74,21520000.0
Tonk Road,Apartment/Flat,584,1,9,1.79,3,7.22,78,4160000.0
C-Scheme,Penthouse,4114,5,2,1.24,10,7.02,56,64740000.0
Raja Park,Residential Plot,3180,0,3,7.33,3,7.03,74,32310000.0
Mansarovar,Independent Villa,2352,5,11,2.35,9,4.83,55,18720000.0
Mansarovar,Residential Plot,3508,0,1,6.32,1,9.3,66,26710000.0
Malviya Nagar,Builder Floor,1142,2,17,4.61,8,4.97,97,10490000.0
Civil Lines,Residential Plot,1032,0,6,5.61,2,12.24,54,12870000.0
Tonk Road,Penthouse,3863,4,10,10.88,8,7.25,92,28350000.0
Vaishali Nagar,Penthouse,3122,5,17,9.84,9,7.05,69,28670000.0
Mansarovar,Builder Floor,1870,1,8,4.45,5,8.78,44,13850000.0
C-Scheme,Apartment/Flat,1844,1,8,1.56,8,4.62,63,30070000.0
